Time(ms),RPM,TPS(%),Coolant(C),MAP(mBar),VBAT(V),Gear,Lambda1,CRC32
28360,1800,-1.00,-0.9,-1.0,14.11,-1,1.002,58
28380,1800,-1.00,-0.9,-1.0,14.18,-1,1.002,61
28400,1800,-1.00,-0.8,-1.0,14.14,-1,1.002,63
28420,1800,-1.00,-0.8,-1.0,14.16,-1,1.002,63
28440,1800,-1.00,-0.8,-1.0,14.16,-1,1.002,57
28460,1800,-1.00,-0.8,-1.0,14.16,-1,1.002,59
28480,1800,-1.00,-0.8,-1.0,14.14,-1,1.002,55
28500,1800,-1.00,-0.7,-1.0,14.19,-1,1.002,60
28520,1800,-1.00,-0.7,-1.0,14.11,-1,1.002,54
28540,1800,-1.00,-0.7,-1.0,14.20,-1,1.002,50
28560,1800,-1.00,-0.7,-1.0,14.14,-1,1.002,55
28580,1800,-1.00,-0.7,-1.0,14.13,-1,1.002,62
28600,1800,-1.00,-0.7,-1.0,14.10,-1,1.002,54
28620,1800,-1.00,-0.6,-1.0,14.12,-1,1.002,55
28640,1800,-1.00,-0.6,-1.0,14.15,-1,1.002,54
28660,1800,-1.00,-0.6,-1.0,14.14,-1,1.002,53
28680,1800,-1.00,-0.6,-1.0,14.18,-1,1.002,55
28700,1800,-1.00,-0.6,-1.0,14.14,-1,1.002,50
28720,1800,-1.00,-0.5,-1.0,14.13,-1,1.002,52
28740,1800,-1.00,-0.5,-1.0,14.10,-1,1.002,49
28760,1800,-1.00,-0.5,-1.0,14.16,-1,1.002,53
28780,1800,-1.00,-0.5,-1.0,14.15,-1,1.002,56
28800,1800,-1.00,-0.5,-1.0,14.15,-1,1.002,63
28820,1800,-1.00,-0.5,-1.0,14.16,-1,1.002,62
28840,1800,-1.00,-0.4,-1.0,14.19,-1,1.002,54
28860,1800,-1.00,-0.4,-1.0,14.18,-1,1.002,53
28880,1800,-1.00,-0.4,-1.0,14.15,-1,1.002,54
28900,1800,-1.00,-0.4,-1.0,14.16,-1,1.002,60
28920,1800,-1.00,-0.4,-1.0,14.17,-1,1.002,63
28940,1800,-1.00,-0.4,-1.0,14.16,-1,1.002,56
28960,-1,-1.00,-1.0,-1.0,-1.00,-1,-1.000,27
28980,1800,-1.00,-1.0,-1.0,14.13,-1,1.002,52
29000,1800,-1.00,-1.0,-1.0,14.15,-1,1.002,50
29020,1800,-1.00,-0.9,-1.0,14.17,-1,1.002,58
29040,1800,-1.00,-0.9,-1.0,14.20,-1,1.002,56
29060,1800,-1.00,-0.9,-1.0,14.10,-1,1.002,57
29080,1800,-1.00,-0.9,-1.0,14.19,-1,1.002,62
29100,1800,-1.00,-0.9,-1.0,14.13,-1,1.002,61
29120,1800,-1.00,-0.9,-1.0,14.11,-1,1.002,61
29140,1800,-1.00,-0.8,-1.0,14.12,-1,1.002,57
29160,1800,-1.00,-0.8,-1.0,14.14,-1,1.002,61
29180,1800,-1.00,-0.8,-1.0,14.17,-1,1.002,48
29200,1800,-1.00,-0.8,-1.0,14.14,-1,1.002,56
29220,1800,-1.00,-0.8,-1.0,14.16,-1,1.002,56
29240,1800,-1.00,-0.7,-1.0,14.14,-1,1.002,51
29260,1800,-1.00,-0.7,-1.0,14.17,-1,1.002,50
29280,1800,-1.00,-0.7,-1.0,14.16,-1,1.002,61
29300,1800,-1.00,-0.7,-1.0,14.14,-1,1.002,54
29320,1800,-1.00,-0.7,-1.0,14.16,-1,1.002,54
29340,1800,-1.00,-0.7,-1.0,14.12,-1,1.002,52
29360,1800,-1.00,-0.6,-1.0,14.19,-1,1.002,60
29380,1800,-1.00,-0.6,-1.0,14.17,-1,1.002,60
29400,1800,-1.00,-0.6,-1.0,14.14,-1,1.002,48
29420,1800,-1.00,-0.6,-1.0,14.17,-1,1.002,49
29440,1800,-1.00,-0.6,-1.0,14.13,-1,1.002,51
29460,1800,-1.00,-0.5,-1.0,14.11,-1,1.002,48
29480,1800,-1.00,-0.5,-1.0,14.13,-1,1.002,60
29500,1800,-1.00,-0.5,-1.0,14.15,-1,1.002,51
29520,1800,-1.00,-0.5,-1.0,14.15,-1,1.002,49
29540,1800,-1.00,-0.5,-1.0,14.12,-1,1.002,48
29560,1800,-1.00,-0.5,-1.0,14.15,-1,1.002,53
29580,1800,-1.00,-0.4,-1.0,14.18,-1,1.002,55
29600,1800,-1.00,-0.4,-1.0,14.17,-1,1.002,51
29620,1800,-1.00,-0.4,-1.0,14.20,-1,1.002,53
29640,1800,-1.00,-0.4,-1.0,14.13,-1,1.002,51
29660,1800,-1.00,-0.4,-1.0,14.19,-1,1.002,59
29680,1800,-1.00,-0.4,-1.0,14.18,-1,1.002,52
29700,1800,-1.00,-0.3,-1.0,14.15,-1,1.002,55
29720,1800,-1.00,-0.3,-1.0,14.18,-1,1.002,56
29740,1800,-1.00,-0.3,-1.0,14.15,-1,1.002,51
29760,1800,-1.00,-0.3,-1.0,14.11,-1,1.002,53
29780,1800,-1.00,-0.3,-1.0,14.18,-1,1.002,50
29800,1800,-1.00,-0.2,-1.0,14.16,-1,1.002,58
29820,1800,-1.00,-0.2,-1.0,14.12,-1,1.002,60
29840,1800,-1.00,-0.2,-1.0,14.15,-1,1.002,61
29860,1800,-1.00,-0.2,-1.0,14.11,-1,1.002,59
29880,1800,-1.00,-0.2,-1.0,14.18,-1,1.002,60
29900,1800,-1.00,-0.2,-1.0,14.17,-1,1.002,58
29920,1800,-1.00,-0.1,-1.0,14.15,-1,1.002,57
29940,1800,-1.00,-0.1,-1.0,14.16,-1,1.002,60
29960,1800,-1.00,-0.1,-1.0,14.11,-1,1.002,57
29980,1800,-1.00,-0.1,-1.0,14.20,-1,1.002,53
30000,1800,-1.00,-0.1,-1.0,14.19,-1,1.002,54
